"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"Row52",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row53",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row54",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row55",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row56",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row57",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row58",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row59",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row60",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row61",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row62",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row63",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row64",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row65",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row66",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row67",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row68",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row69",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row70",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row71",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row72",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row73",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row74",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row75",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row76",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row77",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row78",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row79",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row80",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row81",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row82",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row83",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row84",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row85",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row86",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row87",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row88",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row89",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row90",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row91",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row92",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row93",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row94",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row95",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row96",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row97",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row98",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row99",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row100",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row101",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row102",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row103",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row104",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row105",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row106",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row107",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row108",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row109",0.0258198889747161,0.0293591693585092,0,0,0.0333679523735468,0,0,0,0,0,0,0
"Row110",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row111",0.0258198889747161,0.0252232285186585,0,0,0,0,0,0,0,0,0,0
"Row112",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row113",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row114",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row115",0.0258198889747161,0.0322683708711908,0,0,0,0,0,0,0,0,0,0
"Row116",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row117",0.0258198889747161,0.0279282322613989,0,0,0,0,0,0,0,0,0,0
"Row118",0.0258198889747161,0.0274022402965024,0,0,0,0,0,0,0,0,0,0
"Row119",0.0258198889747161,0.0296319895850019,0,0,0,0,0,0,0,0,0,0
"Row120",0.0258198889747161,0.026918162471841,0,0,0,0,0,0,0,0,0,0
"Row121",0.0258198889747161,0.0339299946103555,0,0,0,0,0,0,0,0,0,0
"Row122",0.0258198889747161,0.0319670991954266,0,0,0,0,0,0,0,0,0,0
"Row123",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row124",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row125",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row126",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row127",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row128",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row129",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row130",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row131",0.0258198889747161,0.0344238292487275,0,0,0,0,0,0,0,0,0,0
"Row132",0.0258198889747161,0.0340582181826029,0,0,0,0,0,0,0,0,0,0
"Row133",0.0258198889747161,0.0383482621507832,0,0,0,0,0,0,0,0,0,0
"Row134",0.0258198889747161,0.0317506382669879,0,0,0,0,0,0,0,0,0,0
"Row135",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row136",0.0258198889747161,0.0327115045700421,0,0,0,0,0,0,0,0,0,0
"Row137",0.0258198889747161,0.0330480880119223,0,0,0,0,0,0,0,0,0,0
"Row138",0.0258198889747161,0.0309681018966152,0,0,0,0,0,0,0,0,0,0
"Row139",0.0258198889747161,0.0410439785029796,0,0,0,0,0,0,0,0,0,0
"Row140",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row141",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row142",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row143",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row144",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row145",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row146",0.0258198889747161,0.0275082634687446,0,0,0,0,0,0,0,0,0,0
"Row147",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row148",0.0258198889747161,0.0286873045841448,0,0,0,0,0,0,0,0,0,0
"Row149",0.0258198889747161,0.0339689343262619,0,0,0,0,0,0,0,0,0,0
"Row150",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row151",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row152",0.0258198889747161,0.0280867644697513,0,0,0,0,0,0,0,0,0,0
"Row153",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row154",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row155",0.0258198889747161,0.0247770293671795,0,0,0,0,0,0,0,0,0,0
"Row156",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row157",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row158",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row159",0.0258198889747161,0.0275934300046848,0,0,0,0,0,0,0,0,0,0
"Row160",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row161",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row162",0.0258198889747161,0.0301165695115876,0,0,0,0,0,0,0,0,0,0
"Row163",0.0258198889747161,0.0310132622330425,0,0,0,0,0,0,0,0,0,0
"Row164",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row165",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row166",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row167",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row168",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row169",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row170",0.0258198889747161,0.0291721031141377,0,0,0,0,0,0,0,0,0,0
"Row171",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row172",0.0258198889747161,0.0306921106022323,0,0,0,0,0,0,0,0,0,0
"Row173",0.0258198889747161,0.0295247303652616,0,0,0,0,0,0,0,0,0,0
"Row174",0.0258198889747161,0.0300616815125918,0,0,0,0,0,0,0,0,0,0
"Row175",0.0258198889747161,0.029997595604576,0,0,0,0,0,0,0,0,0,0
"Row176",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row177",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row178",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row179",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row180",0.0258198889747161,0.0333386426891914,0,0,0,0,0,0,0,0,0,0
"Row181",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row182",0.0258198889747161,0.0285832681910097,0,0,0,0,0,0,0,0,0,0
"Row183",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row184",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row185",0.0258198889747161,0.0305780903252916,0,0,0,0,0,0,0,0,0,0
"Row186",0.0258198889747161,0.0352503127762817,0,0,0,0,0,0,0,0,0,0
"Row187",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row188",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row189",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row190",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row191",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row192",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row193",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row194",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row195",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row196",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row197",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row198",0.0258198889747161,0.0306057112135508,0,0,0,0,0,0,0,0,0,0
"Row199",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row200",0.0258198889747161,0,0.0263478989964276,0,0,0.0234614622325173,0,0,0,0,0,0
"Row201",0.0258198889747161,0,0.0261316709377627,0,0,0,0,0,0,0,0,0
"Row202",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row203",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row204",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row205",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row206",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row207",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row208",0.0258198889747161,0,0.0317794099079569,0,0,0,0,0,0,0,0,0
"Row209",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row210",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row211",0.0258198889747161,0,0.0318926286483874,0,0,0,0,0,0,0,0,0
"Row212",0.0258198889747161,0,0.0262518177168843,0,0,0,0,0,0,0,0,0
"Row213",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row214",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row215",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row216",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row217",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row218",0.0258198889747161,0,0.0275465889412748,0,0,0,0,0,0,0,0,0
"Row219",0.0258198889747161,0,0.0362762685074132,0,0,0,0,0,0,0,0,0
"Row220",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row221",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row222",0.0258198889747161,0,0.0337835030957956,0,0,0,0,0,0,0,0,0
"Row223",0.0258198889747161,0,0.023821391719135,0,0,0.0259782282025758,0,0,0,0,0.0406436749080402,0
"Row224",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row225",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row226",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row227",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row228",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row229",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row230",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row231",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row232",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row233",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row234",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row235",0.0258198889747161,0,0.0280223260927566,0,0,0,0,0,0,0,0,0
"Row236",0.0258198889747161,0,0.0293912446751867,0,0,0,0,0,0,0,0,0
"Row237",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row238",0.0258198889747161,0,0.0307405328253936,0,0,0,0,0,0,0,0,0
"Row239",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row240",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row241",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row242",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row243",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row244",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row245",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row246",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row247",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row248",0.0258198889747161,0,0.0308364864746463,0,0,0,0,0,0,0,0,0
"Row249",0.0258198889747161,0,0.0312232617906143,0,0,0,0,0,0,0,0,0
"Row250",0.0258198889747161,0,0.0271092999959286,0,0,0,0,0,0,0,0,0
"Row251",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row252",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row253",0.0258198889747161,0,0.0347405967352339,0,0,0,0,0,0,0,0,0
"Row254",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row255",0.0258198889747161,0,0.028007209381723,0,0,0,0,0,0,0,0,0
"Row256",0.0258198889747161,0,0.0265272910074188,0,0,0,0,0,0,0,0,0
"Row257",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row258",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row259",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row260",0.0258198889747161,0,0.0324361434474945,0,0,0,0,0,0,0,0,0
"Row261",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row262",0.0258198889747161,0,0.0306748235359285,0,0,0,0,0,0,0,0,0
"Row263",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row264",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row265",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row266",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row267",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row268",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row269",0.0258198889747161,0,0.0226924672728094,0,0,0.0319382309967733,0,0,0,0,0,0
"Row270",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row271",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row272",0.0258198889747161,0,0.0344456575361241,0,0,0,0,0,0,0,0,0
"Row273",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row274",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row275",0.0258198889747161,0,0.0309653607238423,0,0,0,0,0,0,0,0,0
"Row276",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row277",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row278",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row279",0.0258198889747161,0,0.0340583438906314,0,0,0,0,0,0,0,0,0
"Row280",0.0258198889747161,0,0.0268031210710739,0,0,0,0,0,0,0,0,0
"Row281",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row282",0.0258198889747161,0,0.0231459391767162,0,0,0.0283531008072572,0,0,0,0.0354313346252501,0,0
"Row283",0.0258198889747161,0,0.0281559717056493,0,0,0,0,0,0,0,0,0
"Row284",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row285",0.0258198889747161,0,0.027980869531544,0,0,0,0,0,0,0,0,0
"Row286",0.0258198889747161,0,0.033432398021246,0,0,0,0,0,0,0,0,0
"Row287",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row288",0.0258198889747161,0,0.0321141000069834,0,0,0,0,0,0,0,0,0
"Row289",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row290",0.0258198889747161,0,0.0242179227550344,0,0,0,0,0,0,0,0,0
"Row291",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row292",0.0258198889747161,0,0.0260305724237319,0,0,0,0,0,0,0,0,0
"Row293",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row294",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row295",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row296",0.0258198889747161,0,0.0341832880579022,0,0,0,0,0,0,0,0,0
"Row297",0.0258198889747161,0,0.0224675444952189,0,0,0.0355877383507381,0,0,0,0,0,0
"Row298",0.0258198889747161,0,0.0352218012725545,0,0,0,0,0,0,0,0,0
"Row299",0.0258198889747161,0,0.0278867861540044,0,0,0,0,0,0,0,0,0
"Row300",0.0258198889747161,0.0328390276296013,0,0.0554016518746961,0,0,0,0,0,0,0,0
"Row301",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row302",0.0258198889747161,0.0371330734921081,0,0.0495145525462526,0,0,0,0,0,0,0,0
"Row303",0.0258198889747161,0.0379607325588296,0,0.0521039293948579,0,0,0,0,0,0,0,0
"Row304",0.0258198889747161,0.0471873511004152,0,0.0463838539511716,0,0,0,0,0,0,0,0
"Row305",0.0258198889747161,0.0442318412092029,0,0.0393414209518921,0,0,0,0,0,0,0,0
"Row306",0.0258198889747161,0.0491757676333074,0,0.0556643455084788,0,0,0,0,0,0,0,0
"Row307",0.0258198889747161,0.0414841020866184,0,0.0386120770876199,0,0,0,0,0,0,0,0
"Row308",0.0258198889747161,0.0444224388097049,0,0.0330557620854999,0,0,0,0,0,0,0,0
"Row309",0.0258198889747161,0.0294369240821298,0,0.0447684239767603,0,0,0,0,0,0,0,0
"Row310",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row311",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row312",0.0258198889747161,0.0342528875268353,0,0.0514260002449974,0,0,0,0,0,0,0,0
"Row313",0.0258198889747161,0.0429815248198317,0,0.045514967214242,0,0,0,0,0,0,0,0
"Row314",0.0258198889747161,0.0341645552613995,0,0.0515785619916231,0,0,0,0,0,0,0,0
"Row315",0.0258198889747161,0.0397659650590092,0,0.0278604366541779,0,0,0,0,0,0,0,0
"Row316",0.0258198889747161,0.0334855835648825,0,0.0526064070664663,0,0,0,0,0,0,0,0
"Row317",0.0258198889747161,0.0324847001255664,0,0.0693190868046357,0,0,0,0,0,0,0,0
"Row318",0.0258198889747161,0.0341510134259255,0,0.0383780627536562,0,0,0,0,0,0,0,0
"Row319",0.0258198889747161,0.0335691944823342,0,0.0560477548702636,0,0,0,0,0,0,0,0
"Row320",0.0258198889747161,0.0328034165871058,0,0.0610992855575386,0,0,0,0,0,0,0,0
"Row321",0.0258198889747161,0.0321582368892931,0,0.0411603398301943,0,0,0,0,0,0,0,0
"Row322",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row323",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row324",0.0258198889747161,0.029307226141656,0,0.0469024788683932,0,0,0,0,0,0,0,0
"Row325",0.0258198889747161,0.048374863506475,0,0.0495483781385506,0,0,0,0,0,0,0,0
"Row326",0.0258198889747161,0.0318095596064558,0,0.0452084612192003,0,0,0,0,0,0,0,0
"Row327",0.0258198889747161,0.0509248267868367,0,0.0584743909521584,0,0,0,0,0,0,0,0
"Row328",0.0258198889747161,0.0503946631085417,0,0.0525268099372209,0,0,0,0,0,0,0,0
"Row329",0.0258198889747161,0.0368470268076908,0,0.0564804627257063,0,0,0,0,0,0,0,0
"Row330",0.0258198889747161,0.0404519240666878,0,0.049387114295358,0,0,0,0,0,0,0,0
"Row331",0.0258198889747161,0.0378573787111967,0,0.0570856142126987,0,0,0,0,0,0,0,0
"Row332",0.0258198889747161,0.0255755290627035,0,0.0499246487411711,0,0,0,0,0,0,0,0
"Row333",0.0258198889747161,0.0299561661660798,0,0.0287546910595191,0,0,0,0,0,0,0,0
"Row334",0.0258198889747161,0.0391545593692968,0,0.0532520206996749,0,0,0,0,0,0,0,0
"Row335",0.0258198889747161,0.0373873928470692,0,0.0372735925342606,0,0,0,0,0,0,0,0
"Row336",0.0258198889747161,0.0357037332826079,0,0.061318937509926,0,0,0,0,0,0,0,0
"Row337",0.0258198889747161,0.0394320516930578,0,0.0519940686608949,0,0,0,0,0,0,0,0
"Row338",0.0258198889747161,0.0431312020972279,0,0.0554633628457908,0,0,0,0,0,0,0,0
"Row339",0.0258198889747161,0.0316284852124171,0,0.0502891526228769,0,0,0,0,0,0,0,0
"Row340",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row341",0.0258198889747161,0.0363706948036015,0,0.059749662092151,0,0,0,0,0,0,0,0
"Row342",0.0258198889747161,0.0366044164671162,0,0.052228094002491,0,0,0,0,0,0,0,0
"Row343",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row344",0.0258198889747161,0.0358142826629692,0,0.0436314685963772,0,0,0,0,0,0,0,0
"Row345",0.0258198889747161,0.0304717732421748,0,0.0545680125473176,0,0,0,0,0,0,0,0
"Row346",0.0258198889747161,0.0394866354144007,0,0.0499297515418293,0,0,0,0,0,0,0,0
"Row347",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row348",0.0258198889747161,0.0446840281284513,0,0.056196457567963,0,0,0,0,0,0,0,0
"Row349",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0
"Row350",0.0258198889747161,0.054854874807965,0,0,0,0,0,0,0,0,0,0
"Row351",0.0258198889747161,0.0344417126719979,0,0.0700629304277907,0,0,0,0,0,0,0,0
"Row352",0.0258198889747161,0.0384751937790144,0,0.0618597529148436,0,0,0,0,0,0,0,0
"Row353",0.0258198889747161,0.0408817882810932,0,0.042747356652105,0,0,0,0,0,0,0,0
