"V1","V2","V3","V4"
"Row130",0.0258198889747161,0.0182444451543137,0,0
"Row131",0.0258198889747161,0.0247247810040226,0,0
"Row132",0.0258198889747161,0.0243673485882534,0,0
"Row133",0.0258198889747161,0.027135104411399,0,0
"Row134",0.0258198889747161,0.0231222187821871,0,0
"Row135",0.0258198889747161,0.0123708968642148,0,0
"Row136",0.0258198889747161,0.0251686233755767,0,0
"Row137",0.0258198889747161,0.0249942998243078,0,0
"Row138",0.0258198889747161,0.0218643857380713,0,0
"Row139",0.0258198889747161,0.0304889167149105,0,0
"Row140",0.0258198889747161,0.0123071607154504,0,0
"Row141",0.0258198889747161,0.0116474129801757,0,0
"Row142",0.0258198889747161,0.017662390368037,0,0
"Row143",0.0258198889747161,0.0144701079324094,0,0
"Row144",0.0258198889747161,0.0115376544775524,0,0
"Row145",0.0258198889747161,0.0179966104544942,0,0
"Row146",0.0258198889747161,0.0207006484001934,0,0
"Row147",0.0258198889747161,0.00239414944157895,0,0
"Row148",0.0258198889747161,0.0221141339159902,0,0
"Row149",0.0258198889747161,0.0254220764087356,0,0
"Row150",0.0258198889747161,0.00966417304167945,0,0
"Row151",0.0258198889747161,0.0088499637141208,0,0
"Row152",0.0258198889747161,0.0232696225660377,0,0
"Row153",0.0258198889747161,0.0166394353341745,0,0
"Row154",0.0258198889747161,0.0103873282042004,0,0
"Row155",0.0258198889747161,0.0205128917579205,0,0
"Row156",0.0258198889747161,0.0118560084196291,0,0
"Row157",0.0258198889747161,0.0128503892871388,0,0
"Row158",0.0258198889747161,0.0133127087338075,0,0
"Row159",0.0258198889747161,0.0203328883685767,0,0
"Row160",0.0258198889747161,0.0171908774242689,0,0
"Row161",0.0258198889747161,0.018753860859892,0,0
"Row162",0.0258198889747161,0.0224282273909993,0,0
"Row163",0.0258198889747161,0.0227686469279466,0,0
"Row164",0.0258198889747161,0.0184663269746535,0,0
"Row165",0.0258198889747161,0.00686226521453961,0,0
"Row166",0.0258198889747161,0.0106346816797187,0,0
"Row167",0.0258198889747161,0.0145232904471988,0,0
"Row168",0.0258198889747161,0.0174855161836837,0,0
"Row169",0.0258198889747161,0.0190433862976034,0,0
"Row170",0.0258198889747161,0.0218017781907256,0,0
"Row171",0.0258198889747161,0.016717676174734,0,0
"Row172",0.0258198889747161,0.0228438036826492,0,0
"Row173",0.0258198889747161,0.0224617731865086,0,0
"Row174",0.0258198889747161,0.0222250147306999,0,0
"Row175",0.0258198889747161,0.0222993363321104,0,0
"Row176",0.0258198889747161,0.0103706070485178,0,0
"Row177",0.0258198889747161,0.0162009268115721,0,0
"Row178",0.0258198889747161,0.0107432099957027,0,0
"Row179",0.0258198889747161,0.0109489953143317,0,0
"Row180",0.0258198889747161,0.0266070085602514,0,0
"Row181",0.0258198889747161,0.0178674482600258,0,0
"Row182",0.0258198889747161,0.0214804265644457,0,0
"Row183",0.0258198889747161,0.0103033591762604,0,0
"Row184",0.0258198889747161,0.00843733548398065,0,0
"Row185",0.0258198889747161,0.0236569524618255,0,0
"Row186",0.0258198889747161,0.026751050421957,0,0
"Row187",0.0258198889747161,0.0124462270890807,0,0
"Row188",0.0258198889747161,0.0189666420904963,0,0
"Row189",0.0258198889747161,0.0150255168638942,0,0
"Row190",0.0258198889747161,0.0159269199584582,0,0
"Row191",0.0258198889747161,0.0150863166624807,0,0
"Row192",0.0258198889747161,0.0169630646684152,0,0
"Row193",0.0258198889747161,0.011453927211403,0,0
"Row194",0.0258198889747161,0.00638589816771724,0,0
"Row195",0.0258198889747161,0.0123693669972401,0,0
"Row196",0.0258198889747161,0.0161252730197129,0,0
"Row197",0.0258198889747161,0.0179500056783156,0,0
"Row198",0.0258198889747161,0.0216134865574794,0,0
"Row199",0.0258198889747161,0.0141562794232249,0,0
"Row200",0.0258198889747161,-0.0228452450642782,-0.0139632622759379,0
"Row201",0.0258198889747161,-0.0209579502774854,-0.00664983504238319,0
"Row202",0.0258198889747161,-0.0157259138931458,0,0
"Row203",0.0258198889747161,-0.0164003689557917,0,0
"Row204",0.0258198889747161,-0.0137128401961311,0,0
"Row205",0.0258198889747161,-0.0108069361263678,0,0
"Row206",0.0258198889747161,-0.0186571082866214,0,0
"Row207",0.0258198889747161,-0.0167198476217393,0,0
"Row208",0.0258198889747161,-0.023466389293463,0.00303617124344326,0
"Row209",0.0258198889747161,-0.00872211525122242,0,0
"Row210",0.0258198889747161,-0.00820427605127987,0,0
"Row211",0.0258198889747161,-0.0254766986243078,-0.00346828475455945,0
"Row212",0.0258198889747161,-0.0201996643771142,-0.00625347840962974,0
"Row213",0.0258198889747161,-0.0100216607866982,0,0
"Row214",0.0258198889747161,-0.0132165453834734,0,0
"Row215",0.0258198889747161,-0.0122228230224927,0,0
"Row216",0.0258198889747161,-0.017047351932492,0,0
"Row217",0.0258198889747161,-0.00874521088418547,0,0
"Row218",0.0258198889747161,-0.0209880285715845,-0.00392032640606401,0
"Row219",0.0258198889747161,-0.0298385418754938,-0.00978372700944653,0
"Row220",0.0258198889747161,-0.0120850623438506,0,0
"Row221",0.0258198889747161,-0.0192226827480635,0,0
"Row222",0.0258198889747161,-0.0264014314893725,-0.00545880898045127,0
"Row223",0.0258198889747161,-0.02088469038257,-0.0172479487130464,0
"Row224",0.0258198889747161,-0.0138230366428186,0,0
"Row225",0.0258198889747161,-0.0117845602685638,0,0
"Row226",0.0258198889747161,-0.00879780950823944,0,0
"Row227",0.0258198889747161,-0.0166251797595633,0,0
"Row228",0.0258198889747161,-0.0198224377173115,0,0
"Row229",0.0258198889747161,-0.0158292009255178,0,0
"Row230",0.0258198889747161,-0.0173314843464321,0,0
"Row231",0.0258198889747161,-0.0125469306506246,0,0
"Row232",0.0258198889747161,-0.00654294420812345,0,0
"Row233",0.0258198889747161,-0.0140306302193557,0,0
"Row234",0.0258198889747161,-0.010668669634066,0,0
"Row235",0.0258198889747161,-0.0220544420618977,-0.00218807814115403,0
"Row236",0.0258198889747161,-0.0227848057435087,-0.00226502143174595,0
"Row237",0.0258198889747161,-0.0157047316440771,0,0
"Row238",0.0258198889747161,-0.0236127959126206,-0.00200953692614216,0
"Row239",0.0258198889747161,-0.0172090652371381,0,0
"Row240",0.0258198889747161,-0.0170790303503205,0,0
"Row241",0.0258198889747161,-0.0112786022134203,0,0
"Row242",0.0258198889747161,-0.0162014645232738,0,0
"Row243",0.0258198889747161,-0.0145493215786304,0,0
"Row244",0.0258198889747161,-0.0164152473958953,0,0
"Row245",0.0258198889747161,-0.0195643740623821,0,0
"Row246",0.0258198889747161,-0.0196138612423871,0,0
"Row247",0.0258198889747161,-0.0162682892157065,0,0
"Row248",0.0258198889747161,-0.022764229368284,0.00249829132924798,0
"Row249",0.0258198889747161,-0.0256044157857089,-0.00282108693082002,0
"Row250",0.0258198889747161,-0.0231886496122163,-0.00672805715895896,0
"Row251",0.0258198889747161,-0.0199099096640784,0,0
"Row252",0.0258198889747161,-0.0138170950324658,0,0
"Row253",0.0258198889747161,-0.0229420568493504,0.00824408526781532,0
"Row254",0.0258198889747161,-0.0186234900329494,0,0
"Row255",0.0258198889747161,-0.021883946322873,-0.00197327902776719,0
"Row256",0.0258198889747161,-0.0216486486649694,-0.0024156927779394,0
"Row257",0.0258198889747161,-0.00745854776610083,0,0
"Row258",0.0258198889747161,-0.0137032866074345,0,0
"Row259",0.0258198889747161,-0.01792176687248,0,0
"Row260",0.0258198889747161,-0.0217916975600357,0.00701059416281375,0
"Row261",0.0258198889747161,-0.0151182166331896,0,0
"Row262",0.0258198889747161,-0.022639986044825,0.00689226781687658,0
"Row263",0.0258198889747161,-0.0172306844141862,0,0
"Row264",0.0258198889747161,-0.0181539351015273,0,0
"Row265",0.0258198889747161,-0.0145402970588342,0,0
"Row266",0.0258198889747161,-0.00997161204379467,0,0
"Row267",0.0258198889747161,-0.0106479113453348,0,0
"Row268",0.0258198889747161,-0.0196012938353999,0,0
"Row269",0.0258198889747161,-0.0203916346918868,-0.0227635980363159,0
"Row270",0.0258198889747161,-0.012553052834911,0,0
"Row271",0.0258198889747161,-0.0174338716855479,0,0
"Row272",0.0258198889747161,-0.0259314890860018,-0.00538697887825965,0
"Row273",0.0258198889747161,-0.00984947939384315,0,0
"Row274",0.0258198889747161,-0.0152154559780372,0,0
"Row275",0.0258198889747161,-0.0246861479785926,-0.0108186421137959,0
"Row276",0.0258198889747161,-0.0061708570780134,0,0
"Row277",0.0258198889747161,-0.00729582761826836,0,0
"Row278",0.0258198889747161,-0.0150409576408677,0,0
"Row279",0.0258198889747161,-0.0264988107473391,-0.00204385519168828,0
"Row280",0.0258198889747161,-0.0230806969614006,-0.01006931975839,0
"Row281",0.0258198889747161,-0.0179411776821345,0,0
"Row282",0.0258198889747161,-0.0202561984404966,-0.0185248763875577,0
"Row283",0.0258198889747161,-0.0214748240149039,-0.010430920533994,0
"Row284",0.0258198889747161,-0.0182370640969362,0,0
"Row285",0.0258198889747161,-0.0226800756522948,-0.00621577137236278,0
"Row286",0.0258198889747161,-0.0231493316251902,0.0014487735013003,0
"Row287",0.0258198889747161,-0.00840600313429888,0,0
"Row288",0.0258198889747161,-0.0247321857135457,-0.00288458214950334,0
"Row289",0.0258198889747161,-0.014332808229406,0,0
"Row290",0.0258198889747161,-0.0203741447345482,-0.0124790022274633,0
"Row291",0.0258198889747161,-0.0156576255766045,0,0
"Row292",0.0258198889747161,-0.0216008809917367,-0.0120972703327218,0
"Row293",0.0258198889747161,-0.0151234113357109,0,0
"Row294",0.0258198889747161,-0.0113254654874387,0,0
"Row295",0.0258198889747161,-0.0160603546622597,0,0
"Row296",0.0258198889747161,-0.0266636319973176,-0.00293297546087478,0
"Row297",0.0258198889747161,-0.0206107627544427,-0.0263567008606155,0
"Row298",0.0258198889747161,-0.0287174860706237,-0.0105661854738258,0
"Row299",0.0258198889747161,-0.0207087031462772,-0.00167013501954076,0
"Row300",0.0258198889747161,0.0244711618152118,0,0
"Row301",0.0258198889747161,0.0150812841812296,0,0
"Row302",0.0258198889747161,0.0280752764290892,0,0
"Row303",0.0258198889747161,0.0296021015418483,0,0
"Row304",0.0258198889747161,0.0349870012225447,0,0
"Row305",0.0258198889747161,0.0325040059528553,0,0
"Row306",0.0258198889747161,0.0359270831713578,0,0
"Row307",0.0258198889747161,0.0296138791530032,0,0
"Row308",0.0258198889747161,0.0334817361425697,0,0
"Row309",0.0258198889747161,0.0207623881451871,0,0
"Row310",0.0258198889747161,0.0188991420847706,0,0
"Row311",0.0258198889747161,0.017690289488606,0,0
"Row312",0.0258198889747161,0.0243614387165937,0,0
"Row313",0.0258198889747161,0.0323577657424025,0,0
"Row314",0.0258198889747161,0.0235402952070203,0,0
"Row315",0.0258198889747161,0.0283613626107155,0,0
"Row316",0.0258198889747161,0.0245412935470692,0,0
"Row317",0.0258198889747161,0.0232715221129253,0,0
"Row318",0.0258198889747161,0.0240897602360025,0,0
"Row319",0.0258198889747161,0.0249272843550842,0,0
"Row320",0.0258198889747161,0.0253297159032727,0,0
"Row321",0.0258198889747161,0.0242280197186862,0,0
"Row322",0.0258198889747161,0.0154152913773807,0,0
"Row323",0.0258198889747161,0.0194026628463008,0,0
"Row324",0.0258198889747161,0.0216725060264114,0,0
"Row325",0.0258198889747161,0.0351523038518795,0,0
"Row326",0.0258198889747161,0.0256559290118776,0,0
"Row327",0.0258198889747161,0.0377669267683104,0,0
"Row328",0.0258198889747161,0.0365313336860727,0,0
"Row329",0.0258198889747161,0.0275404038935315,0,0
"Row330",0.0258198889747161,0.029297564714439,0,0
"Row331",0.0258198889747161,0.0274321721195903,0,0
"Row332",0.0258198889747161,0.0202966966730114,0,0
"Row333",0.0258198889747161,0.0219251497610101,0,0
"Row334",0.0258198889747161,0.0295528844091827,0,0
"Row335",0.0258198889747161,0.027814283007859,0,0
"Row336",0.0258198889747161,0.0275530381934296,0,0
"Row337",0.0258198889747161,0.0289798093275613,0,0
"Row338",0.0258198889747161,0.0330543091923003,0,0
"Row339",0.0258198889747161,0.0250345801548569,0,0
"Row340",0.0258198889747161,0.0196793701005621,0,0
"Row341",0.0258198889747161,0.0263545559143597,0,0
"Row342",0.0258198889747161,0.0271933141932028,0,0
"Row343",0.0258198889747161,0.0193804562120103,0,0
"Row344",0.0258198889747161,0.0266264405252666,0,0
"Row345",0.0258198889747161,0.0220915275808948,0,0
"Row346",0.0258198889747161,0.0285220153728024,0,0
"Row347",0.0258198889747161,0.0172111260589469,0,0
"Row348",0.0258198889747161,0.0350856407974635,0,0
"Row349",0.0258198889747161,0.0186172607090889,0,0
"Row350",0.0258198889747161,0.0381610636459081,0,0
"Row351",0.0258198889747161,0.0271889554304116,0,0
"Row352",0.0258198889747161,0.0273206885541318,0,0
"Row353",0.0258198889747161,0.03002486065931,0,0
"Row354",0.0258198889747161,0.0351053430417991,0,0
"Row355",0.0258198889747161,0.0279639030420505,0,0
"Row356",0.0258198889747161,0.0347265236416154,0,0
"Row357",0.0258198889747161,0.0254748023747326,0,0
"Row358",0.0258198889747161,0.0195431839573534,0,0
"Row359",0.0258198889747161,0.0378698666162043,0,0
"Row360",0.0258198889747161,0.0289101987307558,0,0
"Row361",0.0258198889747161,0.0240711300324376,0,0
"Row362",0.0258198889747161,0.03136667161884,0,0
"Row363",0.0258198889747161,0.0222154964719887,0,0
"Row364",0.0258198889747161,0.0237646681274969,0,0
"Row365",0.0258198889747161,0.0330924480200777,0,0
"Row366",0.0258198889747161,0.0155106145423196,0,0
"Row367",0.0258198889747161,0.0167336263119985,0,0
"Row368",0.0258198889747161,0.0176660932783566,0,0
"Row369",0.0258198889747161,0.0324245937936474,0,0
"Row370",0.0258198889747161,0.029270597576205,0,0
"Row371",0.0258198889747161,0.025806798919692,0,0
"Row372",0.0258198889747161,0.0331247333295236,0,0
"Row373",0.0258198889747161,0.0235565109453231,0,0
"Row374",0.0258198889747161,0.0285260701606466,0,0
"Row375",0.0258198889747161,0.032653405751078,0,0
"Row376",0.0258198889747161,0.0260191005860313,0,0
"Row377",0.0258198889747161,0.025684561978639,0,0
"Row378",0.0258198889747161,0.017252507212885,0,0
"Row379",0.0258198889747161,0.021511046042547,0,0
"Row380",0.0258198889747161,0.0327421615001026,0,0
"Row381",0.0258198889747161,0.0316646729957361,0,0
"Row382",0.0258198889747161,0.0365725027388324,0,0
"Row383",0.0258198889747161,0.0257676816706075,0,0
"Row384",0.0258198889747161,0.0270957553124099,0,0
"Row385",0.0258198889747161,0.0313353840750198,0,0
"Row386",0.0258198889747161,0.0260268302657522,0,0
"Row387",0.0258198889747161,0.0237491802972395,0,0
"Row388",0.0258198889747161,0.0363837666221786,0,0
"Row389",0.0258198889747161,0.021222849168578,0,0
"Row390",0.0258198889747161,0.0270951831558608,0,0
"Row391",0.0258198889747161,0.0284506036583509,0,0
"Row392",0.0258198889747161,0.0205703793200446,0,0
"Row393",0.0258198889747161,0.0267426312825307,0,0
"Row394",0.0258198889747161,0.0245749577755429,0,0
"Row395",0.0258198889747161,0.0170905971231593,0,0
"Row396",0.0258198889747161,0.0275211468697076,0,0
"Row397",0.0258198889747161,0.0273519130710099,0,0
"Row398",0.0258198889747161,0.0301419962967593,0,0
"Row399",0.0258198889747161,0.0284546941562736,0,0
"Row400",0.0258198889747161,0.015829849383149,0,0
"Row401",0.0258198889747161,0.0359278847637526,0,0
"Row402",0.0258198889747161,0.0243328151124379,0,0
"Row403",0.0258198889747161,0.0276994852251342,0,0
"Row404",0.0258198889747161,0.019298613167684,0,0
"Row405",0.0258198889747161,0.0274151886771885,0,0
"Row406",0.0258198889747161,0.0330455353628786,0,0
"Row407",0.0258198889747161,0.0227001162667953,0,0
"Row408",0.0258198889747161,0.0278847078365611,0,0
"Row409",0.0258198889747161,0.0218978273468236,0,0
"Row410",0.0258198889747161,0.0303113295199932,0,0
"Row411",0.0258198889747161,0.0278948883739394,0,0
"Row412",0.0258198889747161,0.027121999599869,0,0
"Row413",0.0258198889747161,0.0245036847939902,0,0
"Row414",0.0258198889747161,0.0270798345866888,0,0
"Row415",0.0258198889747161,0.0244862783917113,0,0
"Row416",0.0258198889747161,0.0424110393297644,0,0
"Row417",0.0258198889747161,0.0367256532834046,0,0
"Row418",0.0258198889747161,0.0224743224794756,0,0
"Row419",0.0258198889747161,0.0149124424531022,0,0
"Row420",0.0258198889747161,0.0273404129298894,0,0
"Row421",0.0258198889747161,0.0215022341647323,0,0
"Row422",0.0258198889747161,0.0263220125885883,0,0
"Row423",0.0258198889747161,0.0272962888739959,0,0
"Row424",0.0258198889747161,0.0220148370526907,0,0
"Row425",0.0258198889747161,0.0290630037865565,0,0
"Row426",0.0258198889747161,0.0205318097798109,0,0
"Row427",0.0258198889747161,0.0230779485775074,0,0
"Row428",0.0258198889747161,0.035319302781912,0,0
"Row429",0.0258198889747161,0.0287442187666701,0,0
"Row430",0.0258198889747161,0.014765318673038,0,0
"Row431",0.0258198889747161,0.0202072708593896,0,0
"Row432",0.0258198889747161,0.0329173729820315,0,0
"Row433",0.0258198889747161,0.028753039534043,0,0
"Row434",0.0258198889747161,0.0240829374024905,0,0
"Row435",0.0258198889747161,0.0337842393291505,0,0
"Row436",0.0258198889747161,0.0454894988458785,0,0
"Row437",0.0258198889747161,0.0244651410165695,0,0
"Row438",0.0258198889747161,0.0308151296758427,0,0
"Row439",0.0258198889747161,0.0208332209630115,0,0
"Row440",0.0258198889747161,0.029135848514176,0,0
"Row441",0.0258198889747161,0.0128236416627513,0,0
"Row442",0.0258198889747161,0.0260543305085893,0,0
"Row443",0.0258198889747161,0.0139263383656707,0,0
"Row444",0.0258198889747161,0.016546758415387,0,0
"Row445",0.0258198889747161,0.0155376495079018,0,0
"Row446",0.0258198889747161,0.022793831364678,0,0
"Row447",0.0258198889747161,0.0228842871633,0,0
"Row448",0.0258198889747161,0.0237573479079194,0,0
"Row449",0.0258198889747161,0.0244737812551822,0,0
"Row450",0.0258198889747161,0.0336619556997578,0,0
"Row451",0.0258198889747161,0.0262855606460334,0,0
"Row452",0.0258198889747161,0.0330006518113532,0,0
"Row453",0.0258198889747161,0.0313703337143477,0,0
"Row454",0.0258198889747161,0.026985236073487,0,0
"Row455",0.0258198889747161,0.0238419790760635,0,0
"Row456",0.0258198889747161,0.0239109589623025,0,0
"Row457",0.0258198889747161,0.0258393937803959,0,0
"Row458",0.0258198889747161,0.01156166039422,0,0
"Row459",0.0258198889747161,0.0235398619442387,0,0
"Row460",0.0258198889747161,0.0227740634513952,0,0
"Row461",0.0258198889747161,0.0242465209215477,0,0
"Row462",0.0258198889747161,0.0266865758878909,0,0
"Row463",0.0258198889747161,0.0285485872538664,0,0
"Row464",0.0258198889747161,0.0231053793914067,0,0
"Row465",0.0258198889747161,0.0290543523759913,0,0
"Row466",0.0258198889747161,0.0124745521932328,0,0
"Row467",0.0258198889747161,0.0277048641860836,0,0
"Row468",0.0258198889747161,0.0268144638060719,0,0
"Row469",0.0258198889747161,0.0255104989401938,0,0
"Row470",0.0258198889747161,0.0229721080861776,0,0
"Row471",0.0258198889747161,0.0184454282561358,0,0
"Row472",0.0258198889747161,0.0342052990435943,0,0
"Row473",0.0258198889747161,0.0226291893463762,0,0
"Row474",0.0258198889747161,0.0263599567332119,0,0
"Row475",0.0258198889747161,0.0364431468414286,0,0
"Row476",0.0258198889747161,0.0213564428442976,0,0
"Row477",0.0258198889747161,0.0262065715012185,0,0
"Row478",0.0258198889747161,0.0110402727342294,0,0
"Row479",0.0258198889747161,0.028478431620808,0,0
"Row480",0.0258198889747161,0.0354277981243959,0,0
"Row481",0.0258198889747161,0.0224668761585309,0,0
"Row482",0.0258198889747161,0.0204753614700783,0,0
"Row483",0.0258198889747161,0.0224995500978521,0,0
"Row484",0.0258198889747161,0.032166202643944,0,0
"Row485",0.0258198889747161,0.0288807878914189,0,0
"Row486",0.0258198889747161,0.0308247399299754,0,0
"Row487",0.0258198889747161,0.0223238364434549,0,0
"Row488",0.0258198889747161,0.0326587568909659,0,0
"Row489",0.0258198889747161,0.0214321806653828,0,0
"Row490",0.0258198889747161,0.0147730008636839,0,0
"Row491",0.0258198889747161,0.0134863664695553,0,0
"Row492",0.0258198889747161,0.0190123951935907,0,0
"Row493",0.0258198889747161,0.0273829137445771,0,0
"Row494",0.0258198889747161,0.0113870815392906,0,0
"Row495",0.0258198889747161,0.0274185812483927,0,0
"Row496",0.0258198889747161,0.0321792225438269,0,0
"Row497",0.0258198889747161,0.0281780239737403,0,0
"Row498",0.0258198889747161,0.0338490018459313,0,0
"Row499",0.0258198889747161,0.0270498829999709,0,0
"Row500",0.0258198889747161,-0.0170213910399673,0,0
"Row501",0.0258198889747161,-0.0305025571677194,0.0327437107949232,0.0105561323028815
