"V1","V2","V3","V4","V5","V6"
"G125",0.0360015515618141,0.0576694226942832,0.0376293421191428,-0.0370786114439196,0.0194452690382882,-0.0208452286976237
"G126",0.0460125407175198,-0.0700294798867316,0.0405483442461881,-0.0401700011493166,-0.028240372124358,0.015205214650349
"G127",0.034051753067149,0.00703289683011837,0.0470571590367668,-0.0524124098300974,-0.0132534470925051,0.0255046818254638
"G128",0.0294388045601035,-0.0364845730772649,0.0348288347821152,-0.00476587997918613,-0.0119665751957343,-0.0674541780090272
"G129",0.0471137758139493,-0.0529226902820169,0.0410852040268962,-0.0662625833537392,-0.0698470495822827,0.0455555643418432
"G130",0.0480354021543331,-0.0518075559376588,0.0414279777370845,-0.0460308318464103,-0.010193165702643,-0.022050946972147
"G131",0.0320614422252831,-0.0146218721773272,0.0257870193025224,-0.00779972131404609,0.0827057965267085,-0.0807952541209857
"G132",0.0376780021120945,-0.0403519047337446,0.0364732059106857,-0.0450965685956694,-0.0851104851449542,0.0329242347564236
"G133",0.0251268563844917,0.0147402753643251,0.0133926267923569,-0.0159589570917595,0.0624667908437538,-0.0729538797929198
"G134",0.02676625812735,-0.0687788934590459,0.0107715362204133,-0.0248937798018854,-0.035417041149558,-0.0159401803620089
"G135",0.0397230369112115,0.0473486544859747,0.0364690941606065,-0.0238421082414138,0.0341986819924909,-0.0746325080644067
"G136",0.0486920547158034,0.0652963193532656,0.0462434079557998,-0.0317849864387512,0.0081979322573336,-0.0365350180144726
"G137",0.0526526186492271,-0.0537731039735677,0.0524699396580461,-0.0579338504024275,-0.00925731819181649,0.00852422326690809
"G138",0.0377229582960244,-0.0824525890688655,0.0186857273787969,0.00322533491961395,0.0617943831407354,-0.040593507376934
"G139",0.0377555212235869,-0.0431313939084998,0.037076384250924,-0.0124517615231835,0.00749519929437362,-0.038354732517428
"G140",0.0387473564728703,0.072844050193677,0.0340835790857169,-0.038206341382848,-0.0124837844127337,-0.0265106118067969
"G141",0.0524081206195147,0.0746253795503918,0.0542623074426979,-0.0481620475637249,-0.00641992285625053,-0.01433501372115
"G142",0.0176192878774905,-0.0024864945658984,0.023261051688698,-0.00315973553276194,0.0805711227503675,-0.0650706290017606
"G143",0.0490914732010049,-0.0686331223049534,0.0346566017639848,-0.0245241633472846,0.0116038621899048,-0.026097301700217
"G144",0.0375478573880082,-0.0403057578213785,0.0378841241908174,-0.0371616112498117,0.00348774736142922,0.00564513688783054
"G145",0.046271245352493,0.0554295302478351,0.0478705315163153,-0.0369471215686875,-0.0242293402901291,-0.0751341225751985
"G146",0.0415468739843386,0.0656044017615428,0.042665928651375,-0.0471403875819483,0.0319674017023936,-0.00989932259962275
"G147",0.0563057896372029,-0.00740650334252338,0.0558231307179701,-0.063603935520759,-0.00802865637489666,0.0259270715223206
"G148",0.046052894736501,0.0859991229389683,0.0344969629832864,-0.0366440036951923,-0.0132744034044124,-0.0122359867196904
"G149",0.0611621121554988,0.0163184815253942,0.0618520820150921,-0.0567061706579471,0.0106463759933408,-0.0252494187233545
"G150",0.0479639232598649,0.0329873396765621,0.0652408802172567,-0.053635687416478,0.0189851092856321,-0.0308051088998793
"G151",0.0388112388339144,-0.0980852130804472,0.0103515832903686,0.00208621592925187,0.0242175883055577,-0.024837725179239
"G152",0.0447860867829818,0.00847459515485118,0.0500349200382772,-0.0526495341108818,-0.0171185550876781,-0.00153538286996751
"G153",0.0459831172476345,0.0122870670877094,0.0572238174568209,-0.0506917084996552,0.0700530468649276,-0.00659600303858686
"G154",0.0469118069513575,0.0661001881149771,0.0441245075175927,-0.0452438223423154,-0.00748298507188275,-0.0474159798880644
"G155",0.0337543842104755,0.0606809119164507,0.0310919243294559,-0.0283666944511918,0.00698105019982311,-0.0444978552569169
"G156",0.0435893972041706,-0.0330447295773826,0.038283105905272,-0.0410159153962244,-0.04802914887384,0.00665911769749681
"G157",0.0587081995914718,0.0382623730620713,0.0586169514111093,-0.0571907944824262,0.0322565121856183,0.00235447560898597
"G158",0.0468247656600583,0.0385486663027778,0.0350542011648061,-0.0448822355601897,-0.00556693833921109,-0.0389280578530124
"G159",0.0308790233155307,-0.0121915764220712,0.0494148139333283,-0.0553418231929438,0.0005810119000737,0.0448227575634235
"G160",0.0253372011569857,-0.0628253694785242,0.0138696539940035,0.000365066592418073,-0.0236452848600123,-0.0161914719757436
"G161",0.0400673729682155,-0.0318003807726686,0.0310423128832927,-0.0128738819796468,0.00501088183841041,-0.0509914263281934
"G162",0.0544665997254194,-0.0515287700716081,0.0544274395614979,-0.0647479827318136,-0.0341833959557556,0.0393180154165209
"G163",0.0529473317678651,-0.0424462797003699,0.0507111206748692,-0.0458087026934831,0.00910266284075184,0.0091894316158028
"G164",0.0371220000660673,-0.0344053043076548,0.020109051743434,-0.0130222102476819,0.04900871215386,-0.0702699187254277
"G165",0.0498328473147441,-0.0159751562166791,0.0643027406990793,-0.0600483737234673,-0.0494285522175325,0.00962195056607829
"G166",0.0454342437880714,0.00654616311294288,0.0502011950083684,-0.0652426761451536,-0.0236826522160983,0.0299493442024844
"G167",0.0415566851065199,0.0070562627933301,0.043904136737723,-0.0223275547059826,0.00647017096162668,-0.0441613413640121
"G168",0.0475731384886112,0.045622024652115,0.0629915643209063,-0.0373481468867343,0.0306278806446052,-0.0446719644744383
"G169",0.0593282473976225,0.0224051381380616,0.0730265798188515,-0.0777528621155035,-0.0249776714684715,0.00606957134033661
"G170",0.0560145639613433,0.0401860511234533,0.0635089099934198,-0.0502811131142151,0.0371961587507472,-0.0841422008115143
"G171",0.0460759624100077,-0.0564512513253975,0.039181341344635,-0.0322305003355113,0.0610868335994338,-0.0325110004213799
"G172",0.0281955896954399,-0.0175541592378412,0.0180621824131381,-0.0149026106017821,0.0765133802071915,-0.0636215843720142
"G173",0.0579291445058062,0.0162094806383825,0.0650363155471042,-0.0673231422633833,-0.108172272015981,0.0248848263627142
"G174",0.032656923041065,0.0541999655494261,0.0304715318729524,-0.0290625789736149,0.0830720315331017,-0.0669504696920045
"G175",0.0507711553574485,0.0452405160620831,0.0620280768364012,-0.0548358623617712,0.00828584709717473,-0.0329035966406848
"G176",0.0547427930230339,0.0512215636771664,0.0499798818408976,-0.0427111145048574,0.116385055083852,-0.0339206847859444
"G177",0.0516916826525758,0.0793875152153384,0.0528034192395062,-0.0598774258371917,-0.010362534992583,-0.00307146915722204
"G178",0.0444066621977695,-0.0177136029888057,0.0380262912600509,-0.0102167783975604,0.0861580433293205,-0.0915845614191924
"G179",0.0304355662449874,-0.0113380737739344,0.0205930660071906,-0.00664866353028239,0.0696593812720941,-0.0652409108417331
"G180",0.0469920101742466,-0.00631422600391601,0.0619610408643557,-0.0661117457136985,-0.0190612382613986,0.0464332057582539
"G181",0.0313929826356732,0.0252885141296821,0.021236691520857,-0.00981570547312439,0.0509222717467416,-0.043054936734209
"G182",0.0511250336133167,-0.0184965241714129,0.0410977927106829,-0.0462531453772956,0.11355245233736,-0.017143148386755
"G183",0.0272495847436224,-0.0368163195119992,0.0306885682618174,-0.00834081925702157,0.00391686412197748,-0.0666467287406412
"G184",0.0421671482858899,-0.02985647555469,0.0476672473221791,-0.0560071638617958,-0.021316309119887,0.0511980492374985
"G185",0.0368125924135191,0.0767235891344967,0.0297627469260542,-0.0306024551035263,-0.0331703817669229,-0.00824864333116987
"G186",0.0273256399445886,-0.0351908627961494,0.0190665751965432,-0.00295141990283792,0.0779424419973059,-0.0581163769411331
"G187",0.0414564396896135,-0.0439053341087212,0.0388354570410732,-0.0501956339064704,-0.0337773574603629,0.00745303040020858
"G188",0.0488500442292098,-0.0542461941003532,0.0336770477936103,-0.01584428611719,0.01548073342122,-0.0622425342772883
"G189",0.045384433717389,-0.0762866029532102,0.0268903173249075,-0.0314597214761789,-0.00726248979439214,0.0249762288079955
"G190",0.0417075156985148,-0.0837334339659405,0.0247596416304402,-0.0179202985900294,0.013681506828777,-0.0022817331995339
"G191",0.0509478875662765,0.0369892052549283,0.0544079279173749,-0.0416523760336933,0.0836734941711026,-0.045083257164906
"G192",0.0381289669109726,-0.0791284164935692,0.0227143691123193,-0.00019477097874849,0.0188898203646512,-0.041041033149019
"G193",0.0595795185672796,0.0468098629847177,0.0628966040001243,-0.0602701140697091,-0.00742890037387927,-0.00453792354794251
"G194",0.0360698479528019,0.0734518500377287,0.0446622347080053,-0.0318851063778494,-0.0266904612289057,-0.00816229468025445
"G195",0.04753304921053,0.0421080715882718,0.0529284451275071,-0.0555569772732617,0.0276747087774523,-0.0179347488575731
"G196",0.0319349051106673,-0.050276081672119,0.0219599321854036,-0.00121156140875221,0.0586882967624043,-0.0610344751385777
"G197",0.0369227059321208,0.0113309145851703,0.0462648115933316,-0.0380904975168863,0.0414805010264955,-0.0284057396309861
"G198",0.0415770678539085,-0.082029751810832,0.0175386407689919,-0.0092898076050078,0.080072439320807,-0.058999942363085
"G199",0.0576963639586253,0.038458328794404,0.063578804291108,-0.074197349547707,-0.0182850413276677,0.0316326361825485
"G200",0.035420034448361,-0.000822483497671033,0.0371258331522058,-0.0614388484136481,-0.0370607549019633,0.0523755427411044
"G201",0.0436752041723249,-0.0751139107517794,0.0200203147159507,-0.00602941005111134,0.0190018205690904,-0.0210530353811833
"G202",0.0530056514577679,0.0592553962255542,0.0505583369550703,-0.0487408780905418,0.0046026168079403,0.00483322686468619
"G203",0.036979544349098,-0.0436619300804858,0.0170652899801358,0.0105016316234363,0.0938793035825882,-0.0648322685741829
"G204",0.0519432799720069,-0.0214550539346333,0.0463116154294496,-0.0499335807463524,0.0319244552323752,-0.0460926226573059
"G205",0.0358182732031981,0.00169415355590263,0.0620479017429716,-0.0618397346003208,0.00418294747085793,0.0534735974987435
"G206",0.0546410398136367,-0.0518327825107297,0.0418780351603179,-0.0414172682664866,0.0144506097328502,-0.0154842745680678
"G207",0.0424651537580023,-0.0269470892646222,0.0502960962537963,-0.0527225967794988,0.038430957151555,0.000285737800908516
"G208",0.0559397497393954,0.0154612159939711,0.0648144125447772,-0.0640838234823758,-0.0278329173128183,0.0249046115554624
"G209",0.0524119427994104,0.0180105932286113,0.0560032602031621,-0.0683683984352614,-0.0113785103205682,0.0485963295392228
"G210",0.0371895590429321,-0.0043856430759819,0.0414632185673988,-0.0291246607900024,0.0446011394313694,-0.0699104683100496
"G211",0.0490050347513918,0.00522014517691948,0.0544327644303722,-0.0484310892804118,-0.0847521563051661,0.0364367128965548
"G212",0.0471346790418934,-0.0200312377261672,0.0463095431691132,-0.0650191789870314,-0.044835438497821,0.0416354879272925
"G213",0.0443039954769047,-0.077802399291304,0.030466418544418,-0.0375021061517343,-0.0166449235574371,-0.011485039421484
"G214",0.0485640716051548,-0.0367264024352497,0.0568956718280838,-0.0553222379588481,0.0162499690467766,-0.00561513157967243
"G215",0.0393351950218137,0.0593538772784196,0.0416029963682504,-0.0287533513941065,0.0177315444927384,-0.0597144185799481
"G216",0.0369386960409384,-0.0810598072754644,0.0150084367234218,0.00506026621797431,0.047631074176079,-0.0668747377030045
"G217",0.0448893920625219,0.0389937704805164,0.0387065511579419,-0.0386499602996866,0.0575063374495059,-0.0665779002030887
"G218",0.0502195550130048,-0.0536714545208201,0.043104410221718,-0.0526953772826746,-0.00867949805295006,0.0217555109457283
"G219",0.0491450313262561,-0.0211356459479997,0.0377752056680341,-0.0400097533399812,0.0383901150189676,-0.0182023035158291
"G220",0.0487227177952326,0.0510080827484046,0.0499289802699916,-0.0301045853794297,0.0403409458056089,-0.0753912756548477
"G221",0.0459582497278218,-0.0171042028995407,0.0337133970269737,-0.0297937189963666,0.0460664027129778,-0.0236356637324171
"G222",0.0525829973526481,0.0197139584652124,0.0649171501482704,-0.0592756602662929,-0.00350209470397023,-0.00201857111958406
"G223",0.0480140614084516,0.0376359604377004,0.0682238415138255,-0.0512856222492539,0.0133288417064047,-0.0132280485939107
"G224",0.023092493018186,-0.0544904308272269,0.0125994607307466,-0.00741638005237092,-0.0489565886271167,-0.0377756952705612
"G225",0.0499323065948183,0.0342852940413586,0.0568387867851545,-0.0693929229769384,-0.0861616682966664,0.00525630363235323
"G226",0.0530522495359805,0.0549497759717218,0.0521469617522739,-0.0472175176885608,-0.00349697348374578,-0.0512812705761956
"G227",0.0419059925380864,-0.0162524121157985,0.0587663355670461,-0.0644592878566094,-0.0693987990429038,0.0843448700499487
"G228",0.0492080735809732,-0.0688537311149191,0.0348308195759499,-0.0362965417553582,0.0164692876293069,0.00404560362140895
"G229",0.0380720113493826,-0.017067280680054,0.0446442569219914,-0.0559124963838367,-0.0295524777479152,0.0396193349555073
"G230",0.014687198216495,-0.0035972163235388,0.0219337283784026,-0.00654375657168747,0.067112643126496,-0.0691844610207592
"G231",0.0586481132535773,-0.0205145721077012,0.0712674822752482,-0.0602656053978518,-0.00466318595867574,-0.0041779633458219
"G232",0.0466928524047614,-0.00441613137037575,0.0635564117804938,-0.0606770085723741,-0.0174867156618414,0.0273011980528396
