"V1","V2","V3","V4","V5"
"Row323",0.0377964473009227,0.0407696632239381,0,0,0.112927483760508
"Row324",0.0377964473009227,0.0884361935872618,0,0,0.0717691828097992
"Row325",0.0377964473009227,0.0593218006338873,0,0,0.10135760249412
"Row326",0.0377964473009227,0.0635018524324252,0,0,0.0818824889257427
"Row327",0.0377964473009227,0.0652438063013645,0,0,0.0599076889953917
"Row328",0.0377964473009227,0.0901933250649183,0,0,0.124338333059921
"Row329",0.0377964473009227,0.0902546376242062,0,0,0.0595693283304129
"Row330",0.0377964473009227,0.0721602967145844,0,0,0.13303283851411
"Row331",0.0377964473009227,0.0781653365982899,0,0,0.105266817532145
"Row332",0.0377964473009227,0.072755793120536,0,0,0.141339138658225
"Row333",0.0377964473009227,0.0492870502782589,0,0,0.0798059108234618
"Row334",0.0377964473009227,0.0487823593675951,0,0,0.0719825779708235
"Row335",0.0377964473009227,0.0876239908265823,0,0,0.106362929901083
"Row336",0.0377964473009227,0.0692441169529052,0,0,0.0578491267275084
"Row337",0.0377964473009227,0.0711515742511915,0,0,0.144158007085687
"Row338",0.0377964473009227,0.0752409043750898,0,0,0.104351939955561
"Row339",0.0377964473009227,0.0633483107192595,0,0,0.0778432616814428
"Row340",0.0377964473009227,0.066186290378601,0,0,0.065477293295499
"Row341",0.0377964473009227,0.0499476969020969,0,0,0.105838530804174
"Row342",0.0377964473009227,0.0710225045638165,0,0,0.133357788452316
"Row343",0.0377964473009227,0.0648801527963645,0,0,0.111304667166519
"Row344",0.0377964473009227,0.0480264531076722,0,0,0.139320832571874
"Row345",0.0377964473009227,0.0680479283285009,0,0,0.0942767351001995
"Row346",0.0377964473009227,0.0581276891048424,0,0,0.114943633475367
"Row347",0.0377964473009227,0.0653152456450486,0,0,0.105814569428017
"Row348",0.0377964473009227,0.0397779563385544,0,0,0.0676682021004209
"Row349",0.0377964473009227,0.0870026313688923,0,0,0.0832091639783906
"Row350",0.0377964473009227,0.079319298056632,0,0,0.117199216951721
"Row351",0.0377964473009227,0.0829266939244578,0,0,0.0451304666853061
"Row352",0.0377964473009227,0.0721968617542818,0,0,0.134747883891665
"Row353",0.0377964473009227,0.0663445576443156,0,0,0.141936846591318
"Row354",0.0377964473009227,0.0734723184085711,0,0,0.111213571846769
"Row355",0.0377964473009227,0.0761316584765846,0,0,0.147911781880909
"Row356",0.0377964473009227,0.068330745556601,0,0,0.0819737428976091
"Row357",0.0377964473009227,0.0770778465725395,0,0,0.0758630024764373
"Row358",0.0377964473009227,0.0640917125408644,0,0,0.119037933897158
"Row359",0.0377964473009227,0.0549040820943227,0,0,0.111841773707207
"Row360",0.0377964473009227,0.090948643988821,0,0,0.10534644160282
"Row361",0.0377964473009227,0.0683325436348623,0,0,0.10578447622051
"Row362",0.0377964473009227,0.0726832699495279,0,0,0.0373161852396549
"Row363",0.0377964473009227,0.0671774014678106,0,0,0.0868403201712009
"Row364",0.0377964473009227,0.0494671446660702,0,0,0.0912482690626793
"Row365",0.0377964473009227,0.0548857397797711,0,0,0.105717664184356
"Row366",0.0377964473009227,0.0726305786757959,0,0,0.105738660275526
"Row367",0.0377964473009227,0.0455897193783934,0,0,0.109672552575174
"Row368",0.0377964473009227,0.0419310735425422,0,0,0.0570478221289906
"Row369",0.0377964473009227,0.0480129815459181,0,0,0.0849003383940598
"Row370",0.0377964473009227,0.0839308630488993,0,0,0.0647395830707472
"Row371",0.0377964473009227,0.0764083096502037,0,0,0.131352402275596
"Row372",0.0377964473009227,0.0607269546540405,0,0,0.082741516299835
"Row373",0.0377964473009227,0.064531711305152,0,0,0.0642611476964503
"Row374",0.0377964473009227,0.0739845219973476,0,0,0.100788472926501
"Row375",0.0377964473009227,0.0778331070635184,0,0,0.0544996041813709
"Row376",0.0377964473009227,0.0609027698353315,0,0,0.097319559126704
"Row377",0.0377964473009227,0.0609523255156274,0,0,0.135745777268692
"Row378",0.0377964473009227,0.0683559781236048,0,0,0.101734189872689
"Row379",0.0377964473009227,0.0644962400755667,0,0,0.0591533018204048
"Row380",0.0377964473009227,0.0492535564306778,0,0,0.0750539244667077
"Row381",0.0377964473009227,0.0746257552471186,0,0,0.086183129754909
"Row382",0.0377964473009227,0.0745998460825946,0,0,0.0722104123738007
"Row383",0.0377964473009227,0.0782901651390189,0,0,0.169230721879807
"Row384",0.0377964473009227,0.0911629216622241,0,0,0.0582651846020796
"Row385",0.0377964473009227,0.0659747810321071,0,0,0.0622263941635184
"Row386",0.0377964473009227,0.0751673987536635,0,0,0.102637381332166
"Row387",0.0377964473009227,0.0778227829367579,0,0,0.0570865028021607
"Row388",0.0377964473009227,0.0623140347469685,0,0,0.123065384792756
"Row389",0.0377964473009227,0.048447578995916,0,0,0.103342795146559
"Row390",0.0377964473009227,0.0823921658217948,0,0,0.0607997837967006
"Row391",0.0377964473009227,0.0783993317587072,0,0,0.0909052598160918
"Row392",0.0377964473009227,0.0789709165701777,0,0,0.0652435598848172
"Row393",0.0377964473009227,0.0708316294060295,0,0,0.113256228182297
"Row394",0.0377964473009227,0.073573828524269,0,0,0.120114896351605
"Row395",0.0377964473009227,0.0453149704891366,0,0,0.0845812807323687
"Row396",0.0377964473009227,0.0721837812939119,0,0,0.118030429038441
"Row397",0.0377964473009227,0.0736201303500309,0,0,0.122190979999885
"Row398",0.0377964473009227,0.0602871060211749,0,0,0.107038585389101
"Row399",0.0377964473009227,0.0648334411013267,0,0,0.0645562469210387
"Row400",0.0377964473009227,0.0625221934126969,0,0.0661118636275182,0
"Row401",0.0377964473009227,0.0754632049204552,0,0.0915060577849269,0
"Row402",0.0377964473009227,0.0595863896132924,0,0.115332470266906,0
"Row403",0.0377964473009227,0.0760307044403292,0,0.134250429476397,0
"Row404",0.0377964473009227,0.0610095149183688,0,0.151734871923836,0
"Row405",0.0377964473009227,0.0557296971830706,0,0.129357812210999,0
"Row406",0.0377964473009227,0.0795296406535819,0,0.162479037613145,0
"Row407",0.0377964473009227,0.0638428687109981,0,0.114078521836948,0
"Row408",0.0377964473009227,0.0470970324082328,0,0.112485357609926,0
"Row409",0.0377964473009227,0.0560165001716856,0,0.101119145162909,0
"Row410",0.0377964473009227,0.0327694474935532,0,0.0948480582510417,0
"Row411",0.0377964473009227,0.0639015405664524,0,0.0816752815574744,0
"Row412",0.0377964473009227,0.0674751520656859,0,0.0855843959281153,0
"Row413",0.0377964473009227,0.0492535566908441,0,0.110394612867624,0
"Row414",0.0377964473009227,0.0615785666736195,0,0.122713952125963,0
"Row415",0.0377964473009227,0.062686853100446,0,0.0823217811261948,0
"Row416",0.0377964473009227,0.0619751329040161,0,0.0757584235005983,0
"Row417",0.0377964473009227,0.0958673195868334,0,0.133009737797823,0
"Row418",0.0377964473009227,0.0769187282100686,0,0.0695432507954381,0
"Row419",0.0377964473009227,0.0569108152312477,0,0.0711720354878065,0
"Row420",0.0377964473009227,0.0464646537197701,0,0.100939991891837,0
"Row421",0.0377964473009227,0.0434463643535049,0,0.110349317996112,0
"Row422",0.0377964473009227,0.0682436061794627,0,0.11684308094459,0
"Row423",0.0377964473009227,0.0519797851923126,0,0.115109045404387,0
"Row424",0.0377964473009227,0.0666205494032276,0,0.0903845284080328,0
"Row425",0.0377964473009227,0.0603528320631749,0,0.104361654195585,0
"Row426",0.0377964473009227,0.0458216210233348,0,0.0537194567727398,0
"Row427",0.0377964473009227,0.0576035836873485,0,0.171945266236101,0
"Row428",0.0377964473009227,0.0851701788665337,0,0.119419558743257,0
"Row429",0.0377964473009227,0.0676939382549152,0,0.124661833913842,0
"Row430",0.0377964473009227,0.0416958083103137,0,0.118847424421218,0
"Row431",0.0377964473009227,0.0521837290752253,0,0.0616463844105541,0
"Row432",0.0377964473009227,0.0833640635038714,0,0.0889222452960752,0
"Row433",0.0377964473009227,0.0535637830501915,0,0.0964011669430963,0
"Row434",0.0377964473009227,0.0585442358980124,0,0.110414240545468,0
"Row435",0.0377964473009227,0.0970896427825361,0,0.0793363859444751,0
"Row436",0.0377964473009227,0.0854613299133199,0,0.0915631216622427,0
"Row437",0.0377964473009227,0.056900506723052,0,0.0752020388144252,0
"Row438",0.0377964473009227,0.0494904848017789,0,0.0862547202291754,0
"Row439",0.0377964473009227,0.0703174228787818,0,0.0658834033750786,0
"Row440",0.0377964473009227,0.0339048485247744,0,0.0651687825654614,0
"Row441",0.0377964473009227,0.0688068708611939,0,0.101413012676538,0
"Row442",0.0377964473009227,0.0367373378140959,0,0.11866216755447,0
"Row443",0.0377964473009227,0.0320800719731855,0,0.0892314341450338,0
"Row444",0.0377964473009227,0.0319090593789805,0,0.0475348883493005,0
"Row445",0.0377964473009227,0.0386218943083724,0,0.082842802732238,0
"Row446",0.0377964473009227,0.0572538318586424,0,0.104894127491846,0
"Row447",0.0377964473009227,0.0591077971516972,0,0.119534616970595,0
"Row448",0.0377964473009227,0.0648024132054782,0,0.0904330345325445,0
"Row449",0.0377964473009227,0.04969968015903,0,0.155655835307411,0
"Row450",0.0377964473009227,0.0761913610650069,0,0.0899515576393376,0
"Row451",0.0377964473009227,0.0506420214364871,0,0.0758798855539594,0
"Row452",0.0377964473009227,0.0739421840378604,0,0.0972575372596476,0
"Row453",0.0377964473009227,0.0742904705937829,0,0.056108588583122,0
"Row454",0.0377964473009227,0.067402284861173,0,0.118696922971578,0
"Row455",0.0377964473009227,0.0546383671087329,0,0.0717607433521642,0
"Row456",0.0377964473009227,0.0535931051836005,0,0.0653693423035729,0
"Row457",0.0377964473009227,0.0608730636044109,0,0.0474866429998764,0
"Row458",0.0377964473009227,0.0299661175978828,0,0.094713770068961,0
"Row459",0.0377964473009227,0.0501825651054324,0,0.102317110590742,0
"Row460",0.0377964473009227,0.0858362469990122,0,0.0675338560576181,0
"Row461",0.0377964473009227,0.0569535263629855,0,0.0888083147387863,0
"Row462",0.0377964473009227,0.0603047066488643,0,0.0647353868329495,0
"Row463",0.0377964473009227,0.0660233974564302,0,0.103702815909194,0
"Row464",0.0377964473009227,0.0451603003678632,0,0.156149912414801,0
"Row465",0.0377964473009227,0.0721850916705517,0,0.11002549891495,0
"Row466",0.0377964473009227,0.0327659253589781,0,0.0944919885676136,0
"Row467",0.0377964473009227,0.0691550459798013,0,0.0378452381845129,0
"Row468",0.0377964473009227,0.0687814192082544,0,0.104989534243363,0
"Row469",0.0377964473009227,0.0566033398463185,0,0.107719959330928,0
