"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Row118",0.038069349381344,0.0195005874988956,-0.000706821634455882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row119",0.038069349381344,0.0195832722655282,-0.000569765734795021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row120",0.038069349381344,0.0196444709237826,-0.000619326609755577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row121",0.038069349381344,0.019805069393067,-0.00071789860232407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row122",0.038069349381344,0.0204950817618398,-0.000292404099045242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row123",0.038069349381344,0.0207194114459156,-0.000369257610536305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row124",0.038069349381344,0.0207205190462246,-0.000336358074609372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row125",0.038069349381344,0.020844818063196,-0.000399531611426102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row126",0.038069349381344,0.0219796255905661,-0.000903518801378627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row127",0.038069349381344,0.0233252410665728,-0.000585047684955144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row128",0.038069349381344,0.0246952560893082,-1.23414166895663e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row129",0.038069349381344,0.025363233274792,0.000239819504184577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row130",0.038069349381344,0.0276435118782259,-7.81200907105295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row131",0.038069349381344,0.0276742258350605,-0.00020436752391783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row132",0.038069349381344,0.0283839030319165,-0.000485226012311714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row133",0.038069349381344,0.0296042634140823,-0.000303201953636174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row134",0.038069349381344,0.0315344445879051,-0.000812484310055169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row135",0.038069349381344,0.0315406149510359,-0.000903796477744265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row136",0.038069349381344,0.0328058342610913,-0.00108990208685994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row137",0.038069349381344,0.0327992557651017,-0.00104799862122904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row138",0.038069349381344,-0.0272988596614706,0,0.0038892138870724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row139",0.038069349381344,-0.0271894690807742,0,0.00455175490572926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row140",0.038069349381344,-0.0271863777531716,0,0.00450016768078135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row141",0.038069349381344,-0.0273238845960048,0,0.0058907162032272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row142",0.038069349381344,-0.0281818583479767,0,0.00842796364665286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row143",0.038069349381344,-0.028159985813457,0,0.00907796025832663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row144",0.038069349381344,-0.028120216496249,0,0.00955247294686377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row145",0.038069349381344,-0.0283376676800884,0,0.0101236729515277,0,0,0,4.18334823895605e-06,-0.0372801355361372,0,0,0,0,0,0,0,0.131751638765416,0,0.000150101107373911,0
"Row146",0.038069349381344,-0.0280205437926349,0,0.0116341123970942,0,0,0,4.1187780313128e-06,-0.0373090867137265,0,0,0,0,0,0,0,0.133956025403847,0,0.000303637806208661,0
"Row147",0.038069349381344,-0.028052873592689,0,0.0116932409410663,0,0,0,4.08435354318339e-06,-0.0380713655184954,0,0,0,0,0,0,0,0.136064949819377,0,0.000795093445099585,0
"Row148",0.038069349381344,-0.0280164229403286,0,0.0118273625051667,0,0,0,4.08368583598553e-06,-0.0379906192100986,0,0,0,0,0,0,0,0.136953172030829,0,0.00101390060636713,0
"Row149",0.038069349381344,-0.0280868380476405,0,0.01162520881969,0,0,0,3.97710675985797e-06,-0.0390167200498257,0,0,0,0,0,0,0,0.139556145932465,0,0.00114223614832706,0
"Row150",0.038069349381344,-0.0289994389444079,0,0.013944668037454,0,0,0,3.92276221934202e-06,-0.0369267037053421,0,0,0,0,0,0,0,0.151597281096174,0,0.00208374885146876,0
"Row151",0.038069349381344,-0.0297086777777484,0,0.0156679531509137,0,0,0,5.28637839646977e-06,-0.036779473247693,0,0,0,0,0,0,0,0.155540530219137,0,0.00244736311902922,0
"Row152",0.038069349381344,-0.0300387896579926,0,0.0165447581052352,0,0,0,5.359523487136e-06,-0.0373998119194022,0,0,0,0,0,0,0,0.158070380271236,0,0.00438420839488187,0
"Row153",0.038069349381344,-0.0298446298121263,0,0.0167463699512869,0,0,0,5.18851013943171e-06,-0.0374109394285592,0,0,0,0,0,0,0,0.156808821914295,0,0.00327304165938789,0
"Row154",0.038069349381344,-0.0310011193129894,0,0.0229809994073398,0,0,0,9.93889310085453e-06,-0.0384385606077109,0,0,0,0,0,0,0,0.175749694407693,0,0.00532618556264343,0
"Row155",0.038069349381344,-0.031145067911178,0,0.0227629619113845,0,0,0,1.04725472902205e-05,-0.0379480171380534,0,0,0,0,0,0,0,0.174102977122969,0,0.00546391448370014,0
"Row156",0.038069349381344,-0.0316640430722619,0,0.0346246328146705,0,0,0,1.52482396589435e-05,-0.0336317668588636,0,0,0,0,0,0,0,0.182056400173688,0,0.00834082624952237,0
"Row157",0.038069349381344,-0.0319954671024544,0,0.0353924809691459,0,0,0,1.60168621341579e-05,-0.0345463587794059,0,0,0,0,0,0,0,0.187612175338054,0,0.00924721213395488,0
"Row158",0.038069349381344,-0.0323474644172553,0,0.0359094317436434,0,0,0,1.59595757067681e-05,-0.0344691683614252,0,0,0,0,0,0,0,0.192798745099588,0,0.00962234232988285,0
"Row159",0.038069349381344,-0.0324188902868998,0,0.0360850907932004,0,0,0,1.5689087455817e-05,-0.0346799870597866,0,0,0,0,0,0,0,0.191526550913234,0,0.0101099551401748,0
"Row160",0.038069349381344,-0.0324749989440928,0,0.035984856964545,0,0,0,1.59085138163973e-05,-0.0347035604627348,0,0,0,0,0,0,0,0.190986828751883,0,0.00963401543599961,0
"Row161",0.038069349381344,-0.0346721292078614,0,0.0418079068278316,0,0,0,3.40929059134834e-05,-0.0303905710529402,0,0,0,0,0,0,0,0.196459116006692,0,-0.000404722389111173,0
"Row162",0.038069349381344,-0.0348740540167563,0,0.042002418713518,0,0,0,3.01825350185079e-05,-0.0304822943058273,0,0,0,0,0,0,0,0.193801655570732,0,-0.00042176239110777,0
"Row163",0.038069349381344,-0.0354429374120351,0,0.0424503808045891,0,0,0,3.53115721623987e-05,-0.0296976915309614,0,0,0,0,0,0,0,0.191084817489108,0,-0.000676961864959321,0
"Row164",0.038069349381344,-0.0353555102731591,0,0.0429428818673297,0,0,0,3.94776961373007e-05,-0.0298511586723446,0,0,0,0,0,0,0,0.1875646975171,0,-0.000552240546429318,0
"Row165",0.038069349381344,-0.0352874880241049,0,0.0430146362361257,0,0,0,4.2040415086109e-05,-0.0299875572504413,0,0,0,0,0,0,0,0.185338481698223,0,-0.000178046681694574,0
"Row166",0.038069349381344,-0.0352519778032605,0,0.0428689286370799,0,0,0,4.28541655658836e-05,-0.0299403416090987,0,0,0,0,0,0,0,0.185239847993228,0,5.81259358672951e-05,0
"Row167",0.038069349381344,-0.0360607014378096,0,0.0447056552897339,0,0,0,5.17451632292292e-05,-0.0278523423543425,0,0,0,0,0,0,0,0.18354292890664,0,-0.00146785794970655,0
"Row168",0.038069349381344,-0.0369843346750656,0,0.0453463884831839,0,0,0,6.0992779808182e-05,-0.0268710463723931,0,0,0,0,0,0,0,0.175364517983637,0,-0.00181618963512963,0
"Row169",0.038069349381344,-0.0370124364500535,0,0.0468324634179712,0,0,0,4.94079911945518e-05,-0.0252835739822023,0,0,0,0,0,0,0,0.173124449475858,0,-0.000974858628586868,0
"Row170",0.038069349381344,-0.0374852125795434,0,0.0486576631540361,0,0,0,0.000101770038909609,-0.0215871253923725,0,0,0,0,0,0,0,0.15801155784689,0,-0.00445436544972767,0
"Row171",0.038069349381344,-0.0374006609449688,0,0.0488235360881653,0,0,0,9.90470801943057e-05,-0.0223334797224417,0,0,0,0,0,0,0,0.158595643042749,0,-0.00396418431060868,0
"Row172",0.038069349381344,-0.0375866135316286,0,0.0491776045723597,0,0,0,0.000103272710990862,-0.0211535988213995,0,0,0,0,0,0,0,0.152306968171075,0,-0.00589493951839538,0
"Row173",0.038069349381344,-0.0381839774698799,0,0.0513124601241895,0,0,0,0.000282107907727067,-0.0196470909435016,0,0,0,0,0,0,0,0.142316822375762,0,-0.0101835712031781,0
"Row174",0.038069349381344,-0.038208522693057,0,0.0513078392456914,0,0,0,0.000365331342525882,-0.0183194572132361,0,0,0,0,0,0,0,0.141890707956076,0,-0.0117986872184095,0
"Row175",0.038069349381344,-0.0383559683705547,0,0.0517564370780407,0,0,0,0.000358865406900919,-0.0169495377908571,0,0,0,0,0,0,0,0.140159054968475,0,-0.0153378539245623,0
"Row176",0.038069349381344,-0.0388492082051592,0,0.0518280787663394,0,0,0,0.000302499737881338,-0.0174289556354035,0,0,0,0,0,0,0,0.136833365842187,0,-0.0159954453224457,0
"Row177",0.038069349381344,-0.0392422478195904,0,0.0518631632543041,0,0,0,0.000379558907187982,-0.0154816005145109,0,0,0,0,0,0,0,0.127789946536705,0,-0.0221296550034082,0
"Row178",0.038069349381344,-0.0393110706258044,0,0.0518191335487239,0,0,0,0.000427543895333651,-0.0151073504070783,0,0,0,0,0,0,0,0.126510587552067,0,-0.0245457684210047,0
"Row179",0.038069349381344,-0.039610863403046,0,0.0526133355367724,0,0,0,0.000578282380292538,-0.0124481017226576,0,0,0,0,0,0,0,0.122971949568361,0,-0.031287105925117,0
"Row180",0.038069349381344,-0.0394831390166454,0,0.0573509769891191,0,0,0,0.00246159491037354,-0.0115771408825986,0,0,0,0,0,0,0,0.0987332948176539,0,-0.0446192604495462,0
"Row181",0.038069349381344,-0.039504066229784,0,0.0574791852829929,0,0,0,0.00256182254318308,-0.0114583148888424,0,0,0,0,0,0,0,0.0978835069416659,0,-0.0449916899999287,0
"Row182",0.038069349381344,-0.0398304143240623,0,0.0580708070054608,0,0,0,0.00674640906671387,-0.0115593050509805,0,0,0,0,0,0,0,0.0850693559502186,0,-0.046431137594002,0
"Row183",0.038069349381344,-0.0399323188851555,0,0.0590780722173216,0,0,0,0.0117928530094699,-0.0110479172131124,0,0,0,0,0,0,0,0.085640476857688,0,-0.0450895458275008,0
"Row184",0.038069349381344,-0.0273781050264781,0,0.00366971060263197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row185",0.038069349381344,-0.0275047139796046,0,0.00326075669382409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row186",0.038069349381344,-0.0285525795931676,0,0.00151771758306012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row187",0.038069349381344,-0.0284426682198314,0,-0.000532280845701311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row188",0.038069349381344,-0.0289386976719044,0,-0.00104950797347529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row189",0.038069349381344,-0.0290239706444819,0,-0.0040911126615527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row190",0.038069349381344,-0.0304432824894945,0,-0.00798329454743716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row191",0.038069349381344,-0.0323826878962699,0,-0.0124755933793948,0,0,0,3.51226195571936e-06,0,-0.0552994979756193,0,0,0,0,0,0,0,0,0,0.143428605877715
"Row192",0.038069349381344,-0.032544167460095,0,-0.0137140060759228,0,0,0,3.82973533210018e-06,0,-0.0560057871068609,0,0,0,0,0,0,0,0,0,0.148663394259952
"Row193",0.038069349381344,-0.0326216224659721,0,-0.0142261254549025,0,0,0,3.73980629016604e-06,0,-0.0569264510008366,0,0,0,0,0,0,0,0,0,0.153834474427352
"Row194",0.038069349381344,-0.0329918882135417,0,-0.014327169467922,0,0,0,3.81165653434663e-06,0,-0.0571256357796233,0,0,0,0,0,0,0,0,0,0.157054456234747
"Row195",0.038069349381344,-0.0329691679477637,0,-0.016688464514603,0,0,0,3.79976579293806e-06,0,-0.0622483606409607,0,0,0,0,0,0,0,0,0,0.166332465263694
"Row196",0.038069349381344,-0.0333117743989478,0,-0.0184436635470047,0,0,0,3.73914696145899e-06,0,-0.0642869782470705,0,0,0,0,0,0,0,0,0,0.17492843043463
"Row197",0.038069349381344,-0.0334542895328815,0,-0.0194362230928558,0,0,0,3.9110100083311e-06,0,-0.064628720988235,0,0,0,0,0,0,0,0,0,0.177893433855668
